LocNameHeb,LocalityCode,StatArea,StatAreaCmb,pop_approx,change_pcnt,pop_density,religion,ReligionHeb,sexRatio,inst_pcnt,Foreign_pcnt,age0_19_pcnt,age20_64_pcnt,age65_pcnt,DependencyRatio,age_median,m_age_median,w_age_median,married18_34_pcnt,married45_54_pcnt,j_isr_pcnt,j_abr_pcnt,aliya2002_pcnt,aliya2010_pcnt,israel_pcnt,asia_pcnt,africa_pcnt,europe_pcnt,america_pcnt,shem_eretz1,MarriageAge_mdn,m_MarriageAge_mdn,w_MarriageAge_mdn,ChldBorn_avg,koshi5_pcnt,koshi65_pcnt,hh_total_approx,size_avg,hh0_5_pcnt,hh18_24_pcnt,hh_MidatDatiyut,hh_MidatDatiyut_Name,Computer_avg,Vehicle0_pcnt,Vehicle2up_pcnt,Parking_pcnt,own_pcnt,rent_pcnt
קריית אונו,2620,11,11+12,5540,,,1,יהודים,91.5,,,26.5,53.4,20.2,873.2,40,40,40,18.8,73.8,84.1,15.9,12.2,7.4,50.6,16.4,6.8,22.5,3.8,ישראל,26,27,24,1.8,4.4,12.8,2000,2.7,13.2,17.2,1,חילוני,2.3,9.2,52.2,67.2,67.3,27.6
קריית אונו,2620,13,13,5340,,,1,יהודים,102.3,,,27.8,52.2,20,915.2,42,40,44,15.9,85,84.7,15.3,12.7,6.5,52,12.9,5.2,26.3,3.6,ישראל,26,27,25,2,7.3,24.6,1780,2.8,12.4,18.4,1,חילוני,2.4,12.2,52.5,77.7,69,26.9
קריית אונו,2620,21,21,4580,,,1,יהודים,84,,,27.5,52.7,19.8,898.7,40,38,42,23.8,74.9,76.3,23.7,10.7,5.8,43.5,18,7.4,28.8,2.3,ישראל,25,27,23,1.9,12.4,45.4,1540,2.9,15.4,22.3,1,חילוני,2,21.3,42.4,75.5,64.4,27.3
קריית אונו,2620,22,22,4850,,,1,יהודים,99.1,,,34.3,50.5,15.2,979.3,38,35,40,13.4,86.4,86.1,13.9,11.8,6.5,53.8,11.3,5.5,25.3,4.1,ישראל,27,28,26,1.8,4.3,14.5,1540,3.1,15.8,25.5,1,חילוני,2.5,7.5,59.8,98.5,78.7,18.4
קריית אונו,2620,23,23,2720,,,1,יהודים,102.9,,,43.5,48.8,7.7,1047.7,32,28,33,22.1,86.7,88.9,11.1,22.4,15.2,60.9,10.5,5.5,21,2.1,ישראל,27,28,27,2,1.6,8.9,740,3.6,29.5,20.7,1,חילוני,2.3,3.3,67.5,97.3,72.8,24.2
קריית אונו,2620,24,24,3720,,,1,יהודים,89.3,,,27,54.2,18.7,843.6,39,38,40,20.9,59.3,76.9,23.1,13.7,8.5,44.8,14.8,7.3,29,4,ישראל,26,27,24,1.6,11.2,39.3,1510,2.4,13.8,16.8,1,חילוני,1.8,19.5,28.4,31.2,54.7,40.3
קריית אונו,2620,25,25,970,,,1,יהודים,91.4,,,18.7,58.9,22.4,696.6,38,32,43,34.1,53.4,69.6,30.4,14.9,8.5,41.4,13.2,7.1,34.4,3.8,ישראל,27,28,26,1.3,6.9,15.4,370,2.2,14.8,19.5,1,חילוני,1.6,19.7,36.1,30.2,33.7,63.6
קריית אונו,2620,31,31,890,,,1,יהודים,108.3,,,44.2,48.7,7.1,1053.5,30,19,33,48.7,82.6,88.8,11.2,15,3.2,64,9.2,5.1,19.1,2.6,ישראל,28,29,27,1.9,3.8,17.9,270,3.2,35.7,10.2,1,חילוני,2.3,,59.9,97.1,57.8,40.2
קריית אונו,2620,32,32,4750,,,1,יהודים,98.9,,,44.8,46.7,8.5,1139.9,31,26,33,33.1,87.5,90.2,9.8,17.5,11.9,62,10.3,5.3,19.4,3.1,ישראל,28,29,26,2,1.9,11.9,1350,3.5,28.7,15.8,1,חילוני,2.4,2.6,66.5,97.3,72.3,26.8
קריית אונו,2620,33,33,2810,,,1,יהודים,98.7,,,32.1,51.8,16.1,930,37,36,38,25.3,69.1,82.8,17.2,14.9,9.1,50.1,19.2,7.9,19.8,3,ישראל,27,28,25,1.8,12.2,41.3,970,2.8,19.2,19.2,1,חילוני,2.1,17.6,44.3,65.3,59.9,33.8
קריית אונו,2620,34,34,5370,,,1,יהודים,91,,,30.5,54.6,14.9,831.8,36,35,37,27.7,65.7,82,18,13.9,9.1,50.5,12.7,6.5,26.8,3.5,ישראל,26,28,25,1.6,8.3,38,1940,2.7,18.6,18.6,1,חילוני,2,14.1,41.3,62.5,58.1,38.3
קריית ארבע,3611,,,7440,13.9,4622.4,1,יהודים,92.6,1.7,0.4,42.5,47.6,10,1101.8,23,24,23,45.4,79.2,77.8,22.2,32.7,12,50.4,14.7,8.9,17.5,8.5,ישראל,23,24,22,2.8,8.3,45.2,2150,3.4,26.8,28.9,3,דתי/ דתי מאוד,1.7,34.2,19.3,36.3,53.8,37.2
קריית אתא,6800,,,60460,18.9,6809.1,1,יהודים,96,1.5,0.8,29,53.5,17.5,868.7,36,35,38,34.3,70.8,72,28,17.4,9.2,40.2,8.5,19.3,30.8,1.1,ישראל,24,26,22,2.1,11.7,36.5,22150,2.7,17.2,17.9,1,חילוני,1.6,24.7,29.9,68.8,68.3,25.6
קריית אתא,6800,11,11,6410,,,1,יהודים,98.6,,,29.1,55.9,14.9,788,39,38,39,13.9,84.7,83.4,16.6,7.2,4.5,47.7,7.6,16.1,27.3,1.3,ישראל,25,26,24,1.9,5.5,20.6,2140,3,11.4,23.8,1,חילוני,2.1,4.8,63.3,92.4,84.2,8.8
קריית אתא,6800,13,13,3680,,,1,יהודים,86.3,,,21.5,56.7,21.9,765.1,41,36,45,33,46.5,55.9,44.1,20.5,12.2,26.6,8.7,19.8,43.8,1.1,ישראל,23,24,22,1.7,12.5,29.7,1680,2.1,14.7,11.9,1,חילוני,1.6,42.1,12,44.9,51.6,39.1
קריית אתא,6800,14,14,3800,,,1,יהודים,88.6,,,16.3,60.5,23.1,652.6,44,41,47,33,51.7,46.9,53.1,22.4,9.8,17.9,8.6,19.8,52.6,1,ישראל,24,25,22,1.9,20.1,57.7,1740,2.1,9.8,15.8,1,חילוני,1.5,34.3,10.6,29.5,66.4,27.4
קריית אתא,6800,15,15,3790,,,1,יהודים,94.6,,,23.9,56.7,19.4,763.6,41,38,43,25.9,67.5,56.9,43.1,25,14,28.6,7.1,20,43.5,0.8,ישראל,24,25,21,2.1,20.1,52.2,1650,2.3,12.6,16.1,1,חילוני,1.5,45.5,18.1,29.8,55.9,38.5
קריית אתא,6800,16,16+12,2700,,,1,יהודים,103.3,,,45.1,50.7,4.2,971.6,28,25,30,59.2,76.4,87.2,12.8,11.3,6.6,59.6,3.5,9.2,26,1.7,ישראל,27,28,26,2.1,2.9,11.2,750,3.6,49.7,15.3,1,חילוני,2.1,4.6,68.8,97.2,83.7,14.9
קריית אתא,6800,21,21,6470,,,1,יהודים,95.2,,,30.9,50.7,18.4,971.3,37,35,38,31.8,70.2,72.5,27.5,18.2,10.9,39.7,9.2,18.4,31.7,1.1,ישראל,24,25,23,2.2,10.7,31.8,2320,2.7,15.3,19.2,1,חילוני,1.6,26.2,29.2,64,67.8,26.4
קריית אתא,6800,22,22,5760,,,1,יהודים,96.6,,,32.3,49.5,18.2,1021.8,34,33,34,46,72.3,78.8,21.2,11.7,6.9,46.2,9.1,20.3,23.5,0.9,ישראל,24,25,22,2.4,9,29.8,1940,2.9,22.8,16.9,1,חילוני,1.6,19.5,25,87.2,71,26.1
קריית אתא,6800,23,23,4920,,,1,יהודים,91.2,,,32.1,46.5,21.4,1151.2,34,31,36,49.3,65.8,71.3,28.7,14.5,7.2,41,7.9,18.1,31.2,1.8,ישראל,23,25,22,2.6,13,37.6,1680,2.8,21.6,17.4,1,חילוני,1.4,29.3,16.9,71.7,67.1,27.5
קריית אתא,6800,31,31,4410,,,1,יהודים,96.1,,,27.6,54.8,17.6,826.1,37,38,37,27.8,74.5,73.7,26.3,17.7,9.2,41.1,7.8,22.9,27.2,1,ישראל,24,25,22,2,10,28.5,1580,2.7,14.4,21.6,1,חילוני,1.5,23.5,31.8,68.4,71.5,22.3
קריית אתא,6800,32,32,1120,,,1,יהודים,135.5,,,22.6,58.9,18.5,697.3,38,34,43,18.9,63.1,61.7,38.3,22.8,8.2,33.4,8.4,18.8,37.7,1.7,ישראל,25,26,22,2.1,11.2,12,420,2.5,8.5,18.5,1,חילוני,1.5,18,34,49.5,71.7,23.9
קריית אתא,6800,34,34+33,2600,,,1,יהודים,113,,,24.3,58.3,17.4,715,37,34,39,29.8,67.3,65.8,34.2,35.4,17.9,36.5,9.6,22.7,30,1.2,ישראל,24,25,22,1.8,16.7,55,1020,2.5,11.1,15.2,1,חילוני,1.8,28.5,24.6,65.4,53.2,36.8
קריית אתא,6800,41,41,6220,,,1,יהודים,91.6,,,29.9,52.3,17.8,910.7,36,34,38,42.1,70.7,73.8,26.2,13.4,7.6,41.7,11.4,19.3,26.6,1,ישראל,24,26,22,2.2,14,47.5,2250,2.8,19.2,17,1,חילוני,1.6,26.5,29.1,83.9,63.7,28.5
קריית אתא,6800,42,42,3950,,,1,יהודים,98.6,,,30.9,53,16.1,886.4,35,32,37,31.4,77.7,77.7,22.3,10.2,4.2,44.1,8.9,23.6,22.2,1.3,ישראל,24,26,22,2.2,10.2,33,1290,3,20,23.5,1,חילוני,1.6,13,35,83.3,78.8,16.8
קריית אתא,6800,43,43,4630,,,1,יהודים,96.2,,,32.9,54.2,13,846.2,34,33,35,38.6,78.9,81.7,18.3,5.6,2,47.2,8.9,21.1,22.2,0.6,ישראל,24,26,23,2.2,11.1,44,1590,2.9,19.9,17.6,1,חילוני,1.7,14.4,37.8,90.2,76.9,17.8
קריית ביאליק,9500,,,44810,18.8,10347.8,1,יהודים,91.1,1.3,1.5,27.1,52.2,20.7,915.9,38,36,40,33.3,65.2,65.9,34.1,21.4,13,34.7,4.4,16.6,41.7,2.5,ישראל,25,27,23,1.9,12,33.6,17480,2.5,17.6,14.5,1,חילוני,1.7,25.6,26.3,69.2,67.1,28.3
קריית ביאליק,9500,12,12+11,4680,,,1,יהודים,77.1,,,20,53.1,26.9,883.2,46,42,50,24,53.4,34.8,65.2,31.6,18.9,11.1,1.3,26.4,60.3,0.9,אתיופיה,23,25,21,2.1,20.5,56.7,2100,2.1,9.5,16.6,1,חילוני,1.5,48.9,9.7,40.8,61.9,34.4
קריית ביאליק,9500,13,13,3810,,,1,יהודים,104.7,,,26.3,54.7,19,828.2,39,37,42,24.9,71.9,60.1,39.9,15.4,10.3,28.1,4.5,18.8,47.6,1,ישראל,24,25,23,1.9,12.6,35.5,1490,2.5,11,16.4,1,חילוני,1.8,25.9,33.3,67.5,69.5,21.3
קריית ביאליק,9500,14,14,3980,,,1,יהודים,95.1,,,39.3,57.6,3,734.9,29,30,29,65.8,60.1,80.2,19.8,22.4,14.7,52.9,2,9.8,32.7,2.6,ישראל,27,28,26,1.7,4.5,41,1250,3.2,54.6,8.5,1,חילוני,1.7,4.3,47.6,99.2,63.7,36.3
קריית ביאליק,9500,21,21,2860,,,1,יהודים,93.2,,,19.5,45.1,35.5,1219.4,52,47,57,28.1,62.1,68.7,31.3,7.3,4.4,34.2,6.8,17.9,39.1,2,ישראל,25,26,23,2.2,13.3,27.4,1230,2.3,10.1,11.2,1,חילוני,1.7,17.9,31.2,95.9,79.4,16.6
קריית ביאליק,9500,23,23,4490,,,1,יהודים,95.9,,,37.4,48.2,14.4,1074.4,35,35,36,32.7,86,85,15,7,5.4,52.9,5,11.2,29.3,1.5,ישראל,26,27,25,2,5.5,19.7,1400,3.2,26,18.1,1,חילוני,2.2,5.6,50,99.4,88.8,8.7
קריית ביאליק,9500,31,31,3290,,,1,יהודים,90,,,29.7,51.2,19.1,952.2,38,35,41,34.6,56,71,29,14.9,8.7,37,5.8,15.7,39.2,2.3,ישראל,25,26,24,1.9,10.8,26.5,1310,2.5,17.5,17.3,1,חילוני,1.7,28.5,17.9,68.9,62.9,33.2
קריית ביאליק,9500,32,32,2220,,,1,יהודים,90.5,,,22.8,53,24.2,885.3,41,39,43,38.6,55.1,60.7,39.3,19.3,8.1,29.2,4.8,12.2,47.7,6.1,ישראל,25,26,23,1.8,12.8,34.6,920,2.4,17.2,9.9,1,חילוני,1.6,30.7,18.1,67.1,68.1,26.8
קריית ביאליק,9500,33,33,4460,,,1,יהודים,87.7,,,26.2,53,20.8,886.9,38,38,39,31,55,66.3,33.7,18.4,13.1,33.9,6.7,17.1,39.4,2.9,ישראל,24,26,23,2,13.9,31.6,1920,2.3,15.3,11.8,1,חילוני,1.5,26.4,19.1,68,67.5,27.2
קריית ביאליק,9500,34,34,3870,,,1,יהודים,92.3,,,26.3,51.8,21.9,929.7,39,38,41,31.8,76.8,71.3,28.7,19.7,11.1,37.7,4.8,14.8,38.6,4,ישראל,26,27,24,1.9,11.4,25.8,1500,2.6,16,12.6,1,חילוני,1.7,20.3,24.6,69.1,63,30
קריית ביאליק,9500,35,35,5080,,,1,יהודים,95.6,,,28,51.2,20.8,951.5,40,35,43,24,72.6,69.4,30.6,21,11.6,36.8,4.3,11.3,43.6,4,ישראל,24,26,23,1.9,12.7,41.9,1940,2.6,15.6,17.2,1,חילוני,1.9,24.8,26.6,65.1,64.3,31.6
קריית ביאליק,9500,41,41,4250,,,1,יהודים,89.4,,,24.4,52.6,23,902.7,41,39,43,29.5,63.6,69.4,30.6,21.6,15.2,35.1,4.3,19.2,39.2,2.2,ישראל,24,26,23,1.9,11.9,27.2,1680,2.5,15.2,14,1,חילוני,1.6,26.8,28.6,63.2,63.6,32.9
קריית ביאליק,9500,42,42,1820,,,1,יהודים,81.7,,,14.7,55.1,30.2,813.9,47,43,50,16.4,45,40.3,59.7,35,20.1,16,3.4,32.2,46.5,2,אתיופיה,25,27,23,1.6,14.4,33.8,720,2.1,9.7,20.4,1,חילוני,1.6,40.2,11.5,27.1,50.7,40.8
קריית גת,2630,,,63390,30.7,8178.8,1,יהודים,95.1,1.9,2,35.7,51,13.3,959.2,30,30,30,45.6,72.5,68.8,31.2,19.9,11.1,38.6,4.9,27.9,26.5,2.2,ישראל,24,25,22,2.4,11.5,43.2,20250,3,26.1,19.5,2,מסורתי,1.6,35.5,20.9,56.4,64.4,29.9
קריית גת,2630,12,12+11,3970,,,1,יהודים,87.4,,,27.7,52.2,20.1,916,36,36,36,33.3,73.8,68.5,31.5,12.7,5.3,36.3,5.9,34.1,22.6,1.1,ישראל,24,25,22,2.3,14.5,45.9,1400,2.6,16.9,17.7,2,מסורתי,1.5,38.2,19.2,53.3,66.2,30.9
קריית גת,2630,13,13,630,,,1,יהודים,107.2,,,36.4,53.5,10.1,869.8,28,29,27,34.6,71.3,40.8,59.2,82.6,77.4,16,5.9,74.2,3.4,0.5,אתיופיה,25,27,23,2.7,9.2,25.2,160,3.5,50,19.9,3,דתי/ דתי מאוד,1.5,65.5,8.5,26.8,59.1,30.6
קריית גת,2630,14,14,3650,,,1,יהודים,100.4,,,30,53.2,16.8,880,33,31,35,25.6,68.2,71.8,28.2,13.9,7.2,36.4,6.7,39.2,16.8,0.9,ישראל,24,24,22,2.2,13.7,48.5,1210,2.8,16.2,26,2,מסורתי,1.7,32.7,24,43.5,65.2,27.9
קריית גת,2630,15,15,3570,,,1,יהודים,99.9,,,26.7,57.8,15.5,728.7,35,35,37,29.5,56.3,58.5,41.5,24,13,25.9,6.3,38.5,28.2,1.1,ישראל,23,25,22,2.4,16.6,44.7,1250,2.6,18.1,13.3,2,מסורתי,1.4,51.1,9.3,35.8,52.5,45.4
קריית גת,2630,21,21,4160,,,1,יהודים,92.5,,,33.8,52.1,14.1,920.3,34,33,34,38,68.7,71.9,28.1,16.9,5.3,37.8,6.2,36.8,18.6,0.8,ישראל,23,25,22,2.4,11.9,48,1380,3,22,20.9,2,מסורתי,1.7,25.3,24.3,72.9,70.8,20.7
קריית גת,2630,22,22,2810,,,1,יהודים,94,,,29.9,48.9,21.2,1043.6,35,30,41,25,43.7,57.7,42.3,25.4,12.3,27.9,4.6,36.7,29.3,1.5,ישראל,23,25,23,2.5,23.2,56.3,1170,2.2,15.3,13.9,1,חילוני,1.4,60.3,7.6,28.6,40.8,48
קריית גת,2630,23,23,2270,,,1,יהודים,85.7,,,28,49.4,22.6,1023.7,37,36,38,48.7,61.7,57.5,42.5,12.3,8.8,28.3,5.8,28,36.9,1,ישראל,23,24,21,2.3,18.3,50.2,860,2.6,17.3,14.9,1,חילוני,1.5,53.3,11.4,38.4,63.2,34
קריית גת,2630,24,24,4940,,,1,יהודים,96.5,,,32.8,50.9,16.3,965.5,33,33,33,43.3,71.4,58,42,31.4,13.5,25.1,5.6,43.9,23.8,1.5,אתיופיה,24,25,22,2.6,11.5,38.9,1600,3,24.6,16,2,מסורתי,1.5,37.4,14.3,39.1,79,17.1
קריית גת,2630,25,25,2690,,,1,יהודים,97.2,,,30.6,53.2,16.2,881.2,35,33,36,41.3,58.5,50.8,49.2,38,21.3,19.7,4.1,51.6,23.6,1.1,אתיופיה,23,25,21,2.7,15.3,41.1,970,2.7,22.3,18.7,2,מסורתי,1.4,52.2,7,32.1,59.2,33.7
קריית גת,2630,31,31,1300,,,1,יהודים,102.9,,,30.9,46,23.1,1174.4,36,34,37,29.7,83.5,70.1,29.9,8.7,6,36.6,5.4,35.2,20.1,2.7,ישראל,24,25,22,2.7,8,18.9,410,3,19,20.4,2,מסורתי,1.7,15.2,41.8,68.5,71.6,20.3
קריית גת,2630,32,32,4900,,,1,יהודים,100.5,,,65.9,33.8,0.3,1957.6,11,11,12,84.6,98,97.4,2.6,45.2,24.7,84.9,0.8,2.8,6.2,5.4,ישראל,20,21,20,3.7,3.1,,830,5.9,71.6,21.8,4,חרדי,1.3,63,2.7,59.2,74.6,23.3
קריית גת,2630,33,33,3300,,,1,יהודים,96,,,47.4,41.9,10.7,1386.7,21,21,22,75,72.8,79.8,20.2,12.3,7.8,60.1,2.4,10.1,23.5,3.9,ישראל,21,22,20,3,9.1,34.5,840,3.8,44.5,26.4,4,חרדי,1.2,64.9,6.6,31.5,54.3,41
קריית גת,2630,34,34,3450,,,1,יהודים,87.5,,,24,55.1,20.9,814.8,38,33,43,26.1,75.4,53.6,46.4,7.8,5,21.4,3.8,22.5,51.4,0.9,ישראל,24,26,23,2,14.5,56.2,1160,2.9,17.4,28.3,1,חילוני,1.5,27.8,26.8,46.7,72.4,18.9
קריית גת,2630,35,35,2150,,,1,יהודים,92.9,,,26,54.3,19.7,842,38,35,41,45.1,58.9,45.7,54.3,12.7,7,18.7,3.6,11.6,65.3,0.8,אוקראינה,24,25,23,1.9,15.9,45,800,2.7,15.3,17.6,1,חילוני,1.6,33.1,18.7,49.5,62.8,30.8
קריית גת,2630,36,36,2940,,,1,יהודים,97.8,,,25.8,58.5,15.7,708.7,37,34,42,23.1,78.5,59.9,40.1,7.9,4,25.5,5.7,23.9,43.1,1.8,ישראל,24,25,22,2.3,15.9,49.5,1050,2.7,11.7,24.9,1,חילוני,1.7,34.2,17.6,66.6,60.5,32.5
קריית גת,2630,37,37,2450,,,1,יהודים,94.9,,,23.6,59.1,17.3,691.3,42,39,44,22.1,79.6,55.7,44.3,4.5,2.4,23.4,3,18.9,54.3,0.5,ישראל,23,25,21,1.7,9,32.8,820,2.9,12.5,25.1,1,חילוני,1.7,33.2,29.6,41,74,14.8
קריית גת,2630,38,38,2070,,,1,יהודים,103.3,,,32.9,50.2,16.9,993.2,31,31,32,42.1,82,78.2,21.8,4.5,3.2,44.6,6.7,35,12.5,1.3,ישראל,23,25,22,2.6,12,34,640,3.2,20.5,20.4,2,מסורתי,1.6,13.1,37.4,72.1,80.3,9.6
קריית גת,2630,41,41,2620,,,1,יהודים,101.1,,,41.1,53.9,5.1,856.2,28,27,28,34.8,85,75,25,15.3,6.6,38,7.6,27.3,26.3,0.8,ישראל,25,26,23,2.2,5.1,30.6,700,3.7,25.8,27,2,מסורתי,1.9,13.4,42.1,97.6,82.7,13.9
קריית גת,2630,42,42,9520,,,1,יהודים,91.8,,,44.4,52.6,3,900.9,26,26,25,68.9,79.1,81.9,18.1,30.3,19.7,50.5,4.9,19.4,20.5,4.7,ישראל,26,27,25,2,4.7,26.9,2900,3.3,47.4,14.2,2,מסורתי,1.7,10.2,36.1,97.3,57.1,40.5
קריית טבעון,2300,,,17940,8.7,3909.4,1,יהודים,92.6,4.7,1.4,29,50.4,20.6,984.8,41,39,42,17.6,67.5,83,17,15,8.6,50.4,5.6,9.2,30,4.9,ישראל,26,27,25,1.9,7.8,23.8,6480,2.6,14.9,17.2,1,חילוני,2,12.8,47.8,69.2,63.2,30
קריית טבעון,2300,1,1,4860,,,1,יהודים,97,,,30.4,51,18.6,960.2,40,35,43,15.6,61.7,82,18,16.3,9,50.6,5.3,10,28.8,5.3,ישראל,26,27,25,2,9.3,31.8,1730,2.7,16.1,17.8,1,חילוני,2.1,14.8,45.8,60.8,63.2,30.2
קריית טבעון,2300,2,2,3520,,,1,יהודים,91.1,,,26.8,46.6,26.5,1143.8,45,44,46,16.5,62.1,82.7,17.3,20.4,13.4,46.8,5,5.9,35.7,6.7,ישראל,26,27,25,2,7.6,21.3,1290,2.5,12.5,13.3,1,חילוני,1.9,10.8,49.7,67.3,66.8,25.6
קריית טבעון,2300,3,3,3180,,,1,יהודים,86.6,,,28.2,48.9,22.9,1046.2,41,39,43,13.1,67.9,80.9,19.1,13.4,9.3,49,5.7,10.1,31,4.2,ישראל,26,27,24,1.7,7.3,17.3,1270,2.5,14.1,15.7,1,חילוני,1.7,21.2,36.3,57.5,59.9,31.4
קריית טבעון,2300,4,4,2070,,,1,יהודים,106.9,,,26,51.9,22.1,927.8,45,45,45,14.5,82.9,84.1,15.9,9.9,4.8,50.2,5.1,8.6,31,5,ישראל,26,27,24,2,7.4,14.8,720,2.7,11.6,19.3,1,חילוני,2.3,2.5,60,80.9,67.4,22
קריית טבעון,2300,5,5,1050,,,1,יהודים,79,,,28.7,45.8,25.5,1182.6,44,39,47,9.8,79,77.9,22.1,10.6,3.3,48.2,5.7,7.4,35.3,3.4,ישראל,25,28,24,2,10.5,29.6,330,2.9,9.8,26.8,1,חילוני,2.1,11.1,39,92.7,54,42.2
קריית טבעון,2300,6,6,2720,,,1,יהודים,97.3,,,32,54.5,13.5,835.6,36,35,37,19.2,69.3,87.2,12.8,13.2,5,55.1,7.4,11.6,22.5,3.4,ישראל,26,27,25,1.8,6,30,880,3,15.3,21.5,1,חילוני,2.2,8.9,60.7,83,68.1,29.3
קריית טבעון,2300,7,7,550,,,1,יהודים,61.8,,,33.5,60.3,6.2,659.5,32,32,32,57.5,37.8,90.8,9.2,9.4,9.4,60.4,4.1,10.7,21.2,3.7,ישראל,28,29,27,1.5,3.7,38.8,220,2.5,43.9,6.5,1,חילוני,1.7,5.8,44.9,100,50.3,46.7
קריית ים,9600,,,38910,1.8,12509.8,1,יהודים,89.3,2.9,1.4,23,52.5,24.5,903.4,44,41,46,27.4,66.6,47.6,52.4,26.1,20.3,19.6,4.5,16.4,57.9,1.7,ישראל,24,25,22,2,15.3,40.7,15710,2.4,11.4,15.7,1,חילוני,1.6,38.9,17.6,45.3,62.1,31.8
קריית ים,9600,11,11,4560,,,1,יהודים,96.6,,,32.9,52.9,14.2,891.8,38,38,38,25.1,86.8,71.3,28.7,10.4,6.2,37,4.8,14.9,41.9,1.5,ישראל,25,26,23,1.9,5.1,18.1,1440,3.1,16.6,20.2,1,חילוני,1.9,13,41.4,96.7,79.3,14.4
קריית ים,9600,12,12,4060,,,1,יהודים,87.9,,,19.4,51.2,29.4,952,49,48,50,23.3,67.3,37.3,62.7,13.7,10,11.8,3.2,10.6,73.7,0.7,אוקראינה,23,25,21,1.9,16.7,44.6,1650,2.4,8.7,15.6,1,חילוני,1.4,35.5,16.7,41,70,27.8
קריית ים,9600,13,13,2820,,,1,יהודים,95,,,18.8,57.7,23.5,733.5,45,41,49,25.7,39.2,35.3,64.7,29.6,21.3,9.8,1.7,15.9,71.8,0.8,אוקראינה,24,25,22,2.1,25.9,63.2,1350,2,9.7,13,1,חילוני,1.4,55,7,29.4,55.4,34.7
קריית ים,9600,14,14,4520,,,1,יהודים,84.7,,,23.8,51.3,24.9,949.8,44,41,46,27.8,78,53,47,16.4,12.3,21.7,5.7,16.4,54.6,1.5,ישראל,24,26,22,1.9,14.2,38.6,1800,2.5,11,16,1,חילוני,1.7,25.4,25,85.2,74.7,17.5
קריית ים,9600,21,21,1230,,,1,יהודים,90.7,,,26.7,53.5,19.8,869.8,42,35,48,27.6,53.5,45.7,54.3,33.7,26.7,18.2,5.8,21.7,52.8,1.5,ישראל,23,25,22,2,10.4,27.6,550,2.2,9.8,11.4,1,חילוני,1.4,48.1,5.4,17.7,57.6,38.4
קריית ים,9600,22,22,1690,,,1,יהודים,97.6,,,22.8,57.6,19.6,734.6,42,40,45,38.4,44,49.6,50.4,24.1,16.2,18.4,6.8,13.8,58.4,2.7,ישראל,23,25,22,2,23.4,51.5,790,2.1,9.4,10,1,חילוני,1.6,65,9.5,22.3,48,46.1
קריית ים,9600,23,23,1940,,,1,יהודים,107.9,,,25.5,59.7,14.7,673.7,39,39,39,31.7,76.5,61.3,38.7,27.1,19.3,26.6,7.9,16.9,46.9,1.7,ישראל,24,25,23,2.3,10.7,40,750,2.6,15,14.5,1,חילוני,1.6,26.8,23.2,38.2,59.7,30.3
קריית ים,9600,24,24,1540,,,1,יהודים,93.5,,,23.2,53.6,23.1,864,40,37,43,23.3,61.1,49.4,50.6,27.8,21.5,23.1,5.1,16.2,53.4,2.2,ישראל,23,24,21,1.9,23.8,56.1,670,2.3,15.5,24.4,1,חילוני,1.3,60,11.7,19.6,42.4,56.2
קריית ים,9600,25,25,2260,,,1,יהודים,67.1,,,10.5,38.9,50.6,1572.1,65,60,68,24.8,37.4,21.6,78.4,29.6,21.3,6.5,2.6,10.8,78.8,1.3,אוקראינה,23,26,21,1.7,27.1,49.7,790,1.9,6.9,10.9,1,חילוני,1.2,63.6,2.5,25.2,37.2,55.3
קריית ים,9600,31,31,3710,,,1,יהודים,86.1,,,25.8,52.5,21.7,904,39,37,41,30.7,70,35.2,64.8,45.2,39.8,11.4,3.2,22.4,61,2,אוקראינה,24,25,22,1.9,14.1,44.8,1440,2.4,13.3,11.4,1,חילוני,1.5,45.1,11,26.1,49.9,42.9
קריית ים,9600,32,32,3000,,,1,יהודים,83.2,,,19.5,51.2,29.2,951.8,48,45,51,23.9,68.9,33.4,66.6,35.4,29.6,10.6,3.7,17.2,66.2,2.2,אוקראינה,23,25,22,1.7,17.4,36,1330,2.2,9,14.4,1,חילוני,1.5,45.3,7.6,29,56.4,38.5
קריית ים,9600,33,33,2780,,,1,יהודים,96.6,,,22.5,51.3,26.2,948.9,44,41,49,30.8,60.6,47.3,52.7,26.9,20.6,20.5,4,17.5,55.4,2.6,ישראל,23,25,22,2.5,17.6,40.5,1180,2.3,13.2,13.5,1,חילוני,1.4,42.1,17.5,30.4,69.3,28.3
קריית ים,9600,34,34,4810,,,1,יהודים,88.1,,,22.3,54.1,23.6,847.7,43,41,44,26.7,69.8,60.2,39.8,20.4,15.9,27.3,5.8,19,45.7,2.2,ישראל,24,26,22,2.1,11.2,31.3,1890,2.5,11.3,20.6,1,חילוני,1.7,24.7,26.2,54,71.4,22.2
קריית יערים,1137,,,7160,190.6,15913.1,1,יהודים,102.9,5.7,1.5,53.9,41.8,4.2,1389.8,18,18,17,62.7,90.5,86.6,13.4,37.6,22.8,59.4,1.9,7.5,11.5,19.7,ישראל,23,23,22,3.3,4,31.4,1570,4.6,56.5,25.3,4,חרדי,1.7,35.8,14.4,46.9,55.3,43.1
